name_x,station_id_x,name_y,station_id_y,distance_miles
ACC - Rio Grande & 12th,2545,6th & Congress,3619,0.5976661781615553
ACC - Rio Grande & 12th,2545,13th & San Antonio,3635,0.15076136828101666
ACC - Rio Grande & 12th,2545,Boardwalk West,3687,1.500545558150319
ACC - Rio Grande & 12th,2545,2nd & Congress,2494,0.8492694579246209
ACC - Rio Grande & 12th,2545,4th & Congress,2495,0.6962693732923906
ACC - Rio Grande & 12th,2545,3rd & West,2552,0.6225425401602984
ACC - Rio Grande & 12th,2545,5th & Bowie,2501,0.5630563930627906
ACC - Rio Grande & 12th,2545,5th & San Marcos,2564,1.1879368099515049
ACC - Rio Grande & 12th,2545,State Capitol @ 14th & Colorado,2541,0.35151369335567917
Red River & LBJ Library,1004,West & 6th St.,2537,1.690263057732674
Red River & LBJ Library,1004,Barton Springs Pool,2572,2.959584621193788
Red River & LBJ Library,1004,ACC - Rio Grande & 12th,2545,1.3330830380055867
Red River & LBJ Library,1004,Red River & LBJ Library,1004,0.0
Red River & LBJ Library,1004,Nueces @ 3rd,1008,1.7935904942317433
Red River & LBJ Library,1004,Republic Square,2500,1.707276622575632
Red River & LBJ Library,1004,South Congress & Elizabeth,2504,2.818295315573315
Red River & LBJ Library,1004,Waller & 6th St.,2536,1.401745119789838
Red River & LBJ Library,1004,Plaza Saltillo,2542,1.5588504085832897
Red River & LBJ Library,1004,UT West Mall @ Guadalupe,2548,0.8544501596888388
Red River & LBJ Library,1004,State Capitol Visitors Garage @ San Jacinto & 12th,2561,1.0071249682319559
Red River & LBJ Library,1004,Trinity & 6th Street,2565,1.3928487919408647
Red River & LBJ Library,1004,Pfluger Bridge @ W 2nd Street,2566,2.033456997401273
Red River & LBJ Library,1004,Red River & 8th Street,2571,1.2400130960542817
Red River & LBJ Library,1004,Rainey @ River St,2576,1.9695107358129416
Red River & LBJ Library,1004,Rainey St @ Cummings,2707,2.1285124160227262
Red River & LBJ Library,1004,Guadalupe & 6th,3294,1.5524255260766004
Red River & LBJ Library,1004,MoPac Pedestrian Bridge @ Veterans Drive,3377,2.6478012559702533
Red River & LBJ Library,1004,South Congress & Barton Springs at the Austin American-Statesman,3513,2.124749710031269
Red River & LBJ Library,1004,Nueces & 3rd,3621,1.787824197810406
Red River & LBJ Library,1004,Congress & Cesar Chavez,3684,1.8128710472625122
Red River & LBJ Library,1004,Henderson & 9th,3685,1.724243559689841
Red River & LBJ Library,1004,Sterzing at Barton Springs,3686,2.5978195968802513
Red River & LBJ Library,1004,State Parking Garage @ Brazos & 18th,1005,0.6960539870970262
Red River & LBJ Library,1004,South Congress & James,2503,2.6635758185474536
Red River & LBJ Library,1004,Zilker Park,2574,2.7576289442955617
Red River & LBJ Library,1004,Toomey Rd @ South Lamar,2712,2.3688397298176245
Red River & LBJ Library,1004,Republic Square @ Guadalupe & 4th St.,2550,1.6494644480091054
Red River & LBJ Library,1004,San Jacinto & 8th Street,2562,1.3066659145171233
Red River & LBJ Library,1004,South Congress & Academy,2570,2.5686095435698246
Red River & LBJ Library,1004,Riverside @ S. Lamar,2575,2.23337913997742
Red River & LBJ Library,1004,11th & San Jacinto,3291,1.1031131973386203
Red River & LBJ Library,1004,Republic Square @ Federal Courthouse Plaza,3455,1.7076020451147405
Red River & LBJ Library,1004,Lavaca & 6th,1007,1.5230389910156552
Red River & LBJ Library,1004,East 6th & Pedernales St.,2544,1.9383687395150275
Red River & LBJ Library,1004,East 6th at Robert Martinez,2822,1.7623954159473036
Red River & LBJ Library,1004,East 4th & Chicon,3292,1.7324631496171055
Red River & LBJ Library,1004,East 2nd & Pedernales,3293,2.1263243594765906
Red River & LBJ Library,1004,OFFICE/Main/Shop/Repair,1001,1.15973494363478
Red River & LBJ Library,1004,Palmer Auditorium,2567,2.320552386700361
Red River & LBJ Library,1004,Medina & East 6th,3660,1.4161607200668107
Red River & LBJ Library,1004,Convention Center / 4th St. @ MetroRail,2498,1.5362615618833988
Red River & LBJ Library,1004,Convention Center / 3rd & Trinity,2539,1.6048900267634496
Red River & LBJ Library,1004,Davis at Rainey Street,2563,1.8159595479547341
Red River & LBJ Library,1004,East 11th St. at Victory Grill,2568,1.0923524887123517
Red River & LBJ Library,1004,East 11th St. & San Marcos,2569,1.058727748896477
Red River & LBJ Library,1004,Barton Springs & Riverside,2502,2.1983844933740357
Red River & LBJ Library,1004,ACC - West & 12th Street,2546,1.3735307219724604
Red River & LBJ Library,1004,Barton Springs @ Kinney Ave,2711,2.550900961338133
Red River & LBJ Library,1004,6th & Navasota St.,1002,1.445927303775075
Red River & LBJ Library,1004,8th & Guadalupe,1003,1.4362812916866141
Red River & LBJ Library,1004,Zilker Park West,1006,2.7607131752231426
Red River & LBJ Library,1004,8th & Congress,2496,1.3410967584857387
Red River & LBJ Library,1004,Capitol Station / Congress & 11th,2497,1.1739155547044535
Red River & LBJ Library,1004,City Hall / Lavaca & 2nd,2499,1.7961221735673165
Red River & LBJ Library,1004,Long Center @ South 1st & Riverside,2549,2.1937855197619744
Red River & LBJ Library,1004,Pease Park,3464,1.4934193020860762
Red River & LBJ Library,1004,Bullock Museum @ Congress & MLK,2538,0.698979057875332
Red River & LBJ Library,1004,17th & Guadalupe,2540,0.9609925322703934
Red River & LBJ Library,1004,Guadalupe & 21st,2547,0.8640442810300648
Red River & LBJ Library,1004,Capital Metro HQ - East 5th at Broadway,2823,2.2243250620408888
Red River & LBJ Library,1004,East 7th & Pleasant Valley,3381,1.9898632387012618
Red River & LBJ Library,1004,Brazos & 6th,3390,1.4533238478448824
Red River & LBJ Library,1004,6th & Congress,3619,1.462879897418734
Red River & LBJ Library,1004,13th & San Antonio,3635,1.1943197129722776
Red River & LBJ Library,1004,Boardwalk West,3687,2.2677452592063227
Red River & LBJ Library,1004,2nd & Congress,2494,1.7178597580760457
Red River & LBJ Library,1004,4th & Congress,2495,1.5991733338846519
Red River & LBJ Library,1004,3rd & West,2552,1.8674038334557268
Red River & LBJ Library,1004,5th & Bowie,2501,1.8623034438333277
Red River & LBJ Library,1004,5th & San Marcos,2564,1.4570289863681138
Red River & LBJ Library,1004,State Capitol @ 14th & Colorado,2541,1.011569217735929
Nueces @ 3rd,1008,West & 6th St.,2537,0.24743907778153304
Nueces @ 3rd,1008,Barton Springs Pool,2572,1.3147055225527433
Nueces @ 3rd,1008,ACC - Rio Grande & 12th,2545,0.6320540084375957
Nueces @ 3rd,1008,Red River & LBJ Library,1004,1.7935904942317433
Nueces @ 3rd,1008,Nueces @ 3rd,1008,0.0
Nueces @ 3rd,1008,Republic Square,2500,0.09083948131705143
Nueces @ 3rd,1008,South Congress & Elizabeth,2504,1.2428854914900889
Nueces @ 3rd,1008,Waller & 6th St.,2536,1.1414353638109602
Nueces @ 3rd,1008,Plaza Saltillo,2542,1.353564671982995
Nueces @ 3rd,1008,UT West Mall @ Guadalupe,2548,1.37331473159445
Nueces @ 3rd,1008,State Capitol Visitors Garage @ San Jacinto & 12th,2561,0.8094992318423395
Nueces @ 3rd,1008,Trinity & 6th Street,2565,0.6021758408798661
Nueces @ 3rd,1008,Pfluger Bridge @ W 2nd Street,2566,0.32625467648441475
Nueces @ 3rd,1008,Red River & 8th Street,2571,0.780929563682908
Nueces @ 3rd,1008,Rainey @ River St,2576,0.8695529953962284
Nueces @ 3rd,1008,Rainey St @ Cummings,2707,0.9577924725988102
Nueces @ 3rd,1008,Guadalupe & 6th,3294,0.24232986423923278
Nueces @ 3rd,1008,MoPac Pedestrian Bridge @ Veterans Drive,3377,1.3575129461206594
Nueces @ 3rd,1008,South Congress & Barton Springs at the Austin American-Statesman,3513,0.6244328418841353
Nueces @ 3rd,1008,Nueces & 3rd,3621,0.006326299489139039
Nueces @ 3rd,1008,Congress & Cesar Chavez,3684,0.3586004076440392
Nueces @ 3rd,1008,Henderson & 9th,3685,0.40432781632287307
Nueces @ 3rd,1008,Sterzing at Barton Springs,3686,0.8870823435071433
Nueces @ 3rd,1008,State Parking Garage @ Brazos & 18th,1005,1.110724864183867
Nueces @ 3rd,1008,South Congress & James,2503,1.0959598164314857
Nueces @ 3rd,1008,Zilker Park,2574,1.1281790550117097
Nueces @ 3rd,1008,Toomey Rd @ South Lamar,2712,0.5934619048643597
Nueces @ 3rd,1008,Republic Square @ Guadalupe & 4th St.,2550,0.1576334181608099
Nueces @ 3rd,1008,San Jacinto & 8th Street,2562,0.5892726925586332
Nueces @ 3rd,1008,South Congress & Academy,2570,1.0124825646211695
Nueces @ 3rd,1008,Riverside @ S. Lamar,2575,0.46650426077565943
Nueces @ 3rd,1008,11th & San Jacinto,3291,0.734169601139439
Nueces @ 3rd,1008,Republic Square @ Federal Courthouse Plaza,3455,0.08984003974665163
Nueces @ 3rd,1008,Lavaca & 6th,1007,0.28163491970867105
Nueces @ 3rd,1008,East 6th & Pedernales St.,2544,2.143177446472014
Nueces @ 3rd,1008,East 6th at Robert Martinez,2822,1.8740836001024843
Nueces @ 3rd,1008,East 4th & Chicon,3292,1.6097697363976184
Nueces @ 3rd,1008,East 2nd & Pedernales,3293,2.112437566035602
Nueces @ 3rd,1008,OFFICE/Main/Shop/Repair,1001,0.6573346283004761
Nueces @ 3rd,1008,Palmer Auditorium,2567,0.5543073198539319
Nueces @ 3rd,1008,Medina & East 6th,3660,1.0734348732660057
Nueces @ 3rd,1008,Convention Center / 4th St. @ MetroRail,2498,0.6380279758897658
Nueces @ 3rd,1008,Convention Center / 3rd & Trinity,2539,0.5779830429334404
Nueces @ 3rd,1008,Davis at Rainey Street,2563,0.8025632428162512
Nueces @ 3rd,1008,East 11th St. at Victory Grill,2568,1.260942681819434
Nueces @ 3rd,1008,East 11th St. & San Marcos,2569,1.130978075643614
Nueces @ 3rd,1008,Barton Springs & Riverside,2502,0.5690102960346078
Nueces @ 3rd,1008,ACC - West & 12th Street,2546,0.6438615155759119
Nueces @ 3rd,1008,Barton Springs @ Kinney Ave,2711,0.7828029028905438
Nueces @ 3rd,1008,6th & Navasota St.,1002,1.2590766366648876
Nueces @ 3rd,1008,8th & Guadalupe,1003,0.3620555556053302
Nueces @ 3rd,1008,Zilker Park West,1006,1.1306989548573343
Nueces @ 3rd,1008,8th & Congress,2496,0.4914475806756816
Nueces @ 3rd,1008,Capitol Station / Congress & 11th,2497,0.6226709327975559
Nueces @ 3rd,1008,City Hall / Lavaca & 2nd,2499,0.21657477453936866
Nueces @ 3rd,1008,Long Center @ South 1st & Riverside,2549,0.5190438927231359
Nueces @ 3rd,1008,Pease Park,3464,0.9950824562322476
Nueces @ 3rd,1008,Bullock Museum @ Congress & MLK,2538,1.1466554664683468
Nueces @ 3rd,1008,17th & Guadalupe,2540,0.9721840098858282
Nueces @ 3rd,1008,Guadalupe & 21st,2547,1.2526645258701052
Nueces @ 3rd,1008,Capital Metro HQ - East 5th at Broadway,2823,2.4627613835229965
Nueces @ 3rd,1008,East 7th & Pleasant Valley,3381,2.398798596765191
Nueces @ 3rd,1008,Brazos & 6th,3390,0.4711872976956148
Nueces @ 3rd,1008,6th & Congress,3619,0.4008586194798288
Nueces @ 3rd,1008,13th & San Antonio,3635,0.6899784963628763
Nueces @ 3rd,1008,Boardwalk West,3687,0.9443904283844825
Nueces @ 3rd,1008,2nd & Congress,2494,0.4009341113604932
Nueces @ 3rd,1008,4th & Congress,2495,0.3379745859795626
Nueces @ 3rd,1008,3rd & West,2552,0.16079156403839648
Nueces @ 3rd,1008,5th & Bowie,2501,0.2979759975200035
Nueces @ 3rd,1008,5th & San Marcos,2564,1.0050058741556307
Nueces @ 3rd,1008,State Capitol @ 14th & Colorado,2541,0.8105676979449851
Republic Square,2500,West & 6th St.,2537,0.2473640311095534
Republic Square,2500,Barton Springs Pool,2572,1.4012268827220757
Republic Square,2500,ACC - Rio Grande & 12th,2545,0.5825945946790769
Republic Square,2500,Red River & LBJ Library,1004,1.707276622575632
Republic Square,2500,Nueces @ 3rd,1008,0.09083948131705143
Republic Square,2500,Republic Square,2500,0.0
